날짜,홈 팀,원정 팀,홈 팀 득점,원정 팀 득점,경기 결과,홈 승 배당률,무승부 배당률,원정 승 배당률
2021/01/26,웨스트브로미치 앨비언 FC,맨체스터 시티 FC,0,5,A,15.0,7.5,1.18
2021/01/27,번리 FC,애스턴 빌라 FC,3,2,H,3.8,3.5,1.95
2021/01/27,첼시 FC,울버햄튼 원더러스 FC,0,0,D,1.6,4.2,5.25
2021/01/27,브라이튼 & 호브 알비언 FC,풀럼 FC,0,0,D,2.05,3.4,3.75
2021/01/27,에버튼 FC,레스터 시티 AFC,1,1,D,2.8,3.3,2.55
2021/01/27,맨체스터 유나이티드 FC,셰필드 유나이티드 FC,1,2,A,1.25,6.0,11.0
2021/01/28,토트넘 홋스퍼 FC,리버풀 FC,1,3,A,3.2,3.6,2.2
2021/01/30,에버튼 FC,뉴캐슬 유나이티드 FC,0,2,A,1.55,4.0,6.5
2021/01/30,크리스탈 팰리스 FC,울버햄튼 원더러스 FC,1,0,H,2.87,3.2,2.55
2021/01/30,맨체스터 시티 FC,셰필드 유나이티드 FC,1,0,H,1.12,9.0,18.0
2021/01/30,웨스트브로미치 앨비언 FC,풀럼 FC,2,2,D,3.3,3.2,2.3
2021/01/30,아스날 FC,맨체스터 유나이티드 FC,0,0,D,2.8,3.5,2.45
2021/01/30,사우샘프턴 FC,애스턴 빌라 FC,0,1,A,2.8,3.6,2.37
2021/01/31,첼시 FC,번리 FC,2,0,H,1.33,5.0,9.5
2021/01/31,레스터 시티 AFC,리즈 유나이티드 FC,1,3,A,1.8,4.0,4.2
2021/01/31,웨스트햄 유나이티드 FC,리버풀 FC,1,3,A,4.33,4.0,1.75
2021/01/31,브라이튼 & 호브 알비언 FC,토트넘 홋스퍼 FC,1,0,H,3.2,3.4,2.25
2021/02/02,셰필드 유나이티드 FC,웨스트브로미치 앨비언 FC,2,1,H,2.0,3.3,4.0
2021/02/02,울버햄튼 원더러스 FC,아스날 FC,2,1,H,3.6,3.3,2.1
2021/02/02,맨체스터 유나이티드 FC,사우샘프턴 FC,9,0,H,1.4,4.75,7.0
2021/02/02,뉴캐슬 유나이티드 FC,크리스탈 팰리스 FC,1,2,A,2.8,3.2,2.6
2021/02/03,번리 FC,맨체스터 시티 FC,0,2,A,13.0,7.0,1.2
2021/02/03,풀럼 FC,레스터 시티 AFC,0,2,A,4.0,3.5,1.9
2021/02/03,리즈 유나이티드 FC,에버튼 FC,1,2,A,2.5,3.5,2.7
2021/02/03,애스턴 빌라 FC,웨스트햄 유나이티드 FC,1,3,A,2.2,3.4,3.25
2021/02/03,리버풀 FC,브라이튼 & 호브 알비언 FC,0,1,A,1.33,5.25,9.0
2021/02/04,토트넘 홋스퍼 FC,첼시 FC,0,1,A,3.5,3.4,2.1
2021/02/06,애스턴 빌라 FC,아스날 FC,1,0,H,2.62,3.5,2.6
2021/02/06,번리 FC,브라이튼 & 호브 알비언 FC,1,1,D,3.6,3.1,2.2
2021/02/06,뉴캐슬 유나이티드 FC,사우샘프턴 FC,3,2,H,3.0,3.3,2.4
2021/02/06,풀럼 FC,웨스트햄 유나이티드 FC,0,0,D,3.6,3.5,2.05
2021/02/06,맨체스터 유나이티드 FC,에버튼 FC,3,3,D,1.53,4.2,6.0
2021/02/07,토트넘 홋스퍼 FC,웨스트브로미치 앨비언 FC,2,0,H,1.45,4.5,7.0
2021/02/07,울버햄튼 원더러스 FC,레스터 시티 AFC,0,0,D,3.5,3.4,2.1
2021/02/07,리버풀 FC,맨체스터 시티 FC,1,4,A,3.4,3.6,2.05
2021/02/07,셰필드 유나이티드 FC,첼시 FC,1,2,A,7.0,4.5,1.45
2021/02/08,리즈 유나이티드 FC,크리스탈 팰리스 FC,2,0,H,1.8,3.8,4.2
2021/02/13,레스터 시티 AFC,리버풀 FC,3,1,H,3.5,3.4,2.1
2021/02/13,크리스탈 팰리스 FC,번리 FC,0,3,A,2.37,3.1,3.2
2021/02/13,맨체스터 시티 FC,토트넘 홋스퍼 FC,3,0,H,1.28,5.75,9.5
2021/02/13,브라이튼 & 호브 알비언 FC,애스턴 빌라 FC,0,0,D,2.7,3.5,2.5
2021/02/14,사우샘프턴 FC,울버햄튼 원더러스 FC,1,2,A,2.37,3.2,3.1
2021/02/14,웨스트브로미치 앨비언 FC,맨체스터 유나이티드 FC,1,1,D,10.0,5.5,1.3
2021/02/14,아스날 FC,리즈 유나이티드 FC,4,2,H,1.83,3.8,4.0
2021/02/14,에버튼 FC,풀럼 FC,0,2,A,1.85,3.6,4.2
2021/02/15,웨스트햄 유나이티드 FC,셰필드 유나이티드 FC,3,0,H,1.66,3.75,5.25
2021/02/15,첼시 FC,뉴캐슬 유나이티드 FC,2,0,H,1.22,6.5,12.0
2021/02/17,번리 FC,풀럼 FC,1,1,D,2.75,3.2,2.7
2021/02/17,에버튼 FC,맨체스터 시티 FC,1,3,A,8.5,5.5,1.33
2021/02/19,울버햄튼 원더러스 FC,리즈 유나이티드 FC,1,0,H,2.37,3.3,3.0
2021/02/20,사우샘프턴 FC,첼시 FC,1,1,D,5.0,3.8,1.7
2021/02/20,번리 FC,웨스트브로미치 앨비언 FC,0,0,D,2.0,3.3,4.0
2021/02/20,리버풀 FC,에버튼 FC,0,2,A,1.44,4.5,7.0
2021/02/20,풀럼 FC,셰필드 유나이티드 FC,1,0,H,2.15,3.2,3.6
2021/02/21,웨스트햄 유나이티드 FC,토트넘 홋스퍼 FC,2,1,H,2.62,3.4,2.7
2021/02/21,애스턴 빌라 FC,레스터 시티 AFC,1,2,A,2.87,3.5,2.4
2021/02/21,아스날 FC,맨체스터 시티 FC,0,1,A,6.5,4.33,1.5
2021/02/21,맨체스터 유나이티드 FC,뉴캐슬 유나이티드 FC,3,1,H,1.28,5.5,10.0
2021/02/22,브라이튼 & 호브 알비언 FC,크리스탈 팰리스 FC,1,2,A,1.7,3.5,5.5
2021/02/23,리즈 유나이티드 FC,사우샘프턴 FC,3,0,H,2.25,3.5,3.1
2021/02/27,맨체스터 시티 FC,웨스트햄 유나이티드 FC,2,1,H,1.22,6.5,12.0
2021/02/27,웨스트브로미치 앨비언 FC,브라이튼 & 호브 알비언 FC,1,0,H,4.2,3.3,1.95
2021/02/27,리즈 유나이티드 FC,애스턴 빌라 FC,0,1,A,2.15,3.6,3.2
2021/02/27,뉴캐슬 유나이티드 FC,울버햄튼 원더러스 FC,1,1,D,3.5,3.2,2.2
2021/02/28,크리스탈 팰리스 FC,풀럼 FC,0,0,D,3.5,3.2,2.2
2021/02/28,레스터 시티 AFC,아스날 FC,1,3,A,2.5,3.4,2.8
2021/02/28,토트넘 홋스퍼 FC,번리 FC,4,0,H,1.53,4.0,6.5
2021/02/28,첼시 FC,맨체스터 유나이티드 FC,0,0,D,2.15,3.4,3.4
2021/02/28,셰필드 유나이티드 FC,리버풀 FC,0,2,A,8.0,5.0,1.36
2021/03/01,에버튼 FC,사우샘프턴 FC,1,0,H,2.15,3.5,3.3
2021/03/02,맨체스터 시티 FC,울버햄튼 원더러스 FC,4,1,H,1.18,7.0,15.0
2021/03/03,번리 FC,레스터 시티 AFC,1,1,D,4.0,3.25,2.0
2021/03/03,셰필드 유나이티드 FC,애스턴 빌라 FC,1,0,H,3.75,3.4,2.05
2021/03/03,크리스탈 팰리스 FC,맨체스터 유나이티드 FC,0,0,D,8.0,4.75,1.4
2021/03/04,풀럼 FC,토트넘 홋스퍼 FC,0,1,A,4.0,3.6,1.9
2021/03/04,웨스트브로미치 앨비언 FC,에버튼 FC,0,1,A,4.33,3.6,1.83
2021/03/04,리버풀 FC,첼시 FC,0,1,A,2.25,3.6,3.0
2021/03/06,번리 FC,아스날 FC,1,1,D,5.5,4.0,1.61
2021/03/06,셰필드 유나이티드 FC,사우샘프턴 FC,0,2,A,3.6,3.5,2.0
2021/03/06,애스턴 빌라 FC,울버햄튼 원더러스 FC,0,0,D,2.37,3.25,3.1
2021/03/06,브라이튼 & 호브 알비언 FC,레스터 시티 AFC,1,2,A,2.55,3.25,2.8
2021/03/07,웨스트브로미치 앨비언 FC,뉴캐슬 유나이티드 FC,0,0,D,2.37,3.2,3.1
2021/03/07,리버풀 FC,풀럼 FC,0,1,A,1.36,5.0,8.5
2021/03/07,맨체스터 시티 FC,맨체스터 유나이티드 FC,0,2,A,1.45,4.5,7.0
2021/03/07,토트넘 홋스퍼 FC,크리스탈 팰리스 FC,4,1,H,1.45,4.5,7.0
2021/03/08,첼시 FC,에버튼 FC,2,0,H,1.53,4.0,6.5
2021/03/08,웨스트햄 유나이티드 FC,리즈 유나이티드 FC,2,0,H,2.05,3.6,3.5
2021/03/10,맨체스터 시티 FC,사우샘프턴 FC,5,2,H,1.18,7.5,15.0
2021/03/12,뉴캐슬 유나이티드 FC,애스턴 빌라 FC,1,1,D,3.8,3.3,2.05
2021/03/13,리즈 유나이티드 FC,첼시 FC,0,0,D,4.75,4.0,1.7
2021/03/13,크리스탈 팰리스 FC,웨스트브로미치 앨비언 FC,1,0,H,2.15,3.2,3.6
2021/03/13,에버튼 FC,번리 FC,1,2,A,1.83,3.5,4.5
2021/03/13,풀럼 FC,맨체스터 시티 FC,0,3,A,10.0,5.0,1.33
2021/03/14,사우샘프턴 FC,브라이튼 & 호브 알비언 FC,1,2,A,2.9,3.1,2.5
2021/03/14,레스터 시티 AFC,셰필드 유나이티드 FC,5,0,H,1.5,4.2,6.5
2021/03/14,아스날 FC,토트넘 홋스퍼 FC,2,1,H,2.55,3.4,2.75
2021/03/14,맨체스터 유나이티드 FC,웨스트햄 유나이티드 FC,1,0,H,1.83,3.6,4.33
2021/03/15,울버햄튼 원더러스 FC,리버풀 FC,0,1,A,4.75,3.75,1.72
2021/03/19,풀럼 FC,리즈 유나이티드 FC,1,2,A,2.37,3.4,3.0
2021/03/20,브라이튼 & 호브 알비언 FC,뉴캐슬 유나이티드 FC,3,0,H,1.66,3.5,6.0
2021/03/21,웨스트햄 유나이티드 FC,아스날 FC,3,3,D,2.8,3.5,2.45
2021/03/21,애스턴 빌라 FC,토트넘 홋스퍼 FC,0,2,A,2.9,3.3,2.45
2021/04/03,첼시 FC,웨스트브로미치 앨비언 FC,2,5,A,1.22,6.0,15.0
2021/04/03,리즈 유나이티드 FC,셰필드 유나이티드 FC,2,1,H,1.5,4.33,6.5
2021/04/03,레스터 시티 AFC,맨체스터 시티 FC,0,2,A,6.0,4.2,1.53
2021/04/03,아스날 FC,리버풀 FC,0,3,A,3.1,3.7,2.15
2021/04/04,사우샘프턴 FC,번리 FC,3,2,H,2.05,3.3,3.8
2021/04/04,뉴캐슬 유나이티드 FC,토트넘 홋스퍼 FC,2,2,D,5.5,4.0,1.6
2021/04/04,애스턴 빌라 FC,풀럼 FC,3,1,H,2.25,3.3,3.3
2021/04/04,맨체스터 유나이티드 FC,브라이튼 & 호브 알비언 FC,2,1,H,1.61,4.0,5.5
2021/04/05,에버튼 FC,크리스탈 팰리스 FC,1,1,D,1.75,3.5,5.0
2021/04/05,울버햄튼 원더러스 FC,웨스트햄 유나이티드 FC,2,3,A,2.87,3.2,2.55
2021/04/09,풀럼 FC,울버햄튼 원더러스 FC,0,1,A,2.5,3.0,3.1
2021/04/10,맨체스터 시티 FC,리즈 유나이티드 FC,1,2,A,1.28,5.75,10.0
2021/04/10,리버풀 FC,애스턴 빌라 FC,2,1,H,1.5,4.33,6.5
2021/04/10,크리스탈 팰리스 FC,첼시 FC,1,4,A,7.0,3.8,1.53
2021/04/11,번리 FC,뉴캐슬 유나이티드 FC,1,2,A,2.3,3.1,3.4
2021/04/11,웨스트햄 유나이티드 FC,레스터 시티 AFC,3,2,H,3.0,3.3,2.37
2021/04/11,토트넘 홋스퍼 FC,맨체스터 유나이티드 FC,1,3,A,2.87,3.4,2.45
2021/04/11,셰필드 유나이티드 FC,아스날 FC,0,3,A,6.5,3.75,1.57
2021/04/12,웨스트브로미치 앨비언 FC,사우샘프턴 FC,3,0,H,3.6,3.3,2.1
2021/04/12,브라이튼 & 호브 알비언 FC,에버튼 FC,0,0,D,2.25,3.3,3.3
2021/04/16,에버튼 FC,토트넘 홋스퍼 FC,2,2,D,3.4,3.5,2.1
2021/04/17,뉴캐슬 유나이티드 FC,웨스트햄 유나이티드 FC,3,2,H,3.5,3.5,2.05
2021/04/17,울버햄튼 원더러스 FC,셰필드 유나이티드 FC,1,0,H,1.66,3.5,5.75
2021/04/18,아스날 FC,풀럼 FC,1,1,D,1.7,3.8,4.8
2021/04/18,맨체스터 유나이티드 FC,번리 FC,3,1,H,1.33,5.25,9.0
2021/04/19,리즈 유나이티드 FC,리버풀 FC,1,1,D,4.5,4.33,1.66
2021/04/20,첼시 FC,브라이튼 & 호브 알비언 FC,0,0,D,1.57,4.0,6.0
2021/04/21,토트넘 홋스퍼 FC,사우샘프턴 FC,2,1,H,1.75,3.8,4.5
2021/04/21,애스턴 빌라 FC,맨체스터 시티 FC,1,2,A,9.0,4.75,1.36
2021/04/22,레스터 시티 AFC,웨스트브로미치 앨비언 FC,3,0,H,1.53,3.8,6.0
2021/04/23,아스날 FC,에버튼 FC,0,1,A,2.0,3.5,3.75
2021/04/24,리버풀 FC,뉴캐슬 유나이티드 FC,1,1,D,1.22,6.5,12.0
2021/04/24,웨스트햄 유나이티드 FC,첼시 FC,0,1,A,4.75,3.6,1.75
2021/04/24,셰필드 유나이티드 FC,브라이튼 & 호브 알비언 FC,1,0,H,5.25,3.4,1.75
2021/04/25,울버햄튼 원더러스 FC,번리 FC,0,4,A,2.0,3.4,3.9
2021/04/25,리즈 유나이티드 FC,맨체스터 유나이티드 FC,0,0,D,4.0,4.2,1.75
2021/04/25,애스턴 빌라 FC,웨스트브로미치 앨비언 FC,2,2,D,1.85,3.6,4.2
2021/04/26,레스터 시티 AFC,크리스탈 팰리스 FC,2,1,H,1.4,4.33,8.5
2021/04/30,사우샘프턴 FC,레스터 시티 AFC,1,1,D,3.8,3.8,1.9
2021/05/01,크리스탈 팰리스 FC,맨체스터 시티 FC,0,2,A,10.0,5.0,1.33
2021/05/01,브라이튼 & 호브 알비언 FC,리즈 유나이티드 FC,2,0,H,2.05,3.5,3.5
2021/05/01,첼시 FC,풀럼 FC,2,0,H,1.44,4.4,7.5
2021/05/01,에버튼 FC,애스턴 빌라 FC,1,2,A,1.95,3.6,3.8
2021/05/02,뉴캐슬 유나이티드 FC,아스날 FC,0,2,A,3.6,3.6,2.0
2021/05/02,토트넘 홋스퍼 FC,셰필드 유나이티드 FC,4,0,H,1.25,6.0,12.0
2021/05/03,웨스트브로미치 앨비언 FC,울버햄튼 원더러스 FC,1,1,D,2.9,3.2,2.5
2021/05/03,번리 FC,웨스트햄 유나이티드 FC,1,2,A,3.1,3.6,2.2
2021/05/07,레스터 시티 AFC,뉴캐슬 유나이티드 FC,2,4,A,1.4,4.75,8.0
2021/05/08,리즈 유나이티드 FC,토트넘 홋스퍼 FC,3,1,H,3.4,3.8,2.0
2021/05/08,셰필드 유나이티드 FC,크리스탈 팰리스 FC,0,2,A,3.0,3.2,2.45
2021/05/08,맨체스터 시티 FC,첼시 FC,1,2,A,1.9,3.4,4.2
2021/05/08,리버풀 FC,사우샘프턴 FC,2,0,H,1.25,6.0,11.0
2021/05/09,울버햄튼 원더러스 FC,브라이튼 & 호브 알비언 FC,2,1,H,3.3,3.3,2.2
2021/05/09,애스턴 빌라 FC,맨체스터 유나이티드 FC,1,3,A,4.2,3.8,1.8
2021/05/09,웨스트햄 유나이티드 FC,에버튼 FC,0,1,A,2.2,3.5,3.2
2021/05/09,아스날 FC,웨스트브로미치 앨비언 FC,3,1,H,1.44,4.5,7.0
2021/05/10,풀럼 FC,번리 FC,0,2,A,2.2,3.4,3.3
2021/05/11,맨체스터 유나이티드 FC,레스터 시티 AFC,1,2,A,2.5,3.4,2.8
2021/05/11,사우샘프턴 FC,크리스탈 팰리스 FC,3,1,H,2.05,3.6,3.5
2021/05/12,첼시 FC,아스날 FC,0,1,A,1.65,4.0,5.0
2021/05/13,애스턴 빌라 FC,에버튼 FC,0,0,D,2.7,3.4,2.6
2021/05/13,맨체스터 유나이티드 FC,리버풀 FC,2,4,A,3.0,3.75,2.2
2021/05/14,뉴캐슬 유나이티드 FC,맨체스터 시티 FC,3,4,A,11.0,6.0,1.25
2021/05/15,번리 FC,리즈 유나이티드 FC,0,4,A,3.2,3.75,2.1
2021/05/15,사우샘프턴 FC,풀럼 FC,3,1,H,2.0,3.6,3.6
2021/05/15,브라이튼 & 호브 알비언 FC,웨스트햄 유나이티드 FC,1,1,D,2.9,3.6,2.3
2021/05/16,크리스탈 팰리스 FC,애스턴 빌라 FC,3,2,H,3.0,3.6,2.25
2021/05/16,토트넘 홋스퍼 FC,울버햄튼 원더러스 FC,2,0,H,1.5,4.33,6.5
2021/05/16,웨스트브로미치 앨비언 FC,리버풀 FC,1,2,A,12.0,6.5,1.22
2021/05/16,에버튼 FC,셰필드 유나이티드 FC,0,1,A,1.36,4.75,8.5
2021/05/18,맨체스터 유나이티드 FC,풀럼 FC,1,1,D,1.28,6.0,9.0
2021/05/18,사우샘프턴 FC,리즈 유나이티드 FC,0,2,A,2.55,3.9,2.5
2021/05/18,브라이튼 & 호브 알비언 FC,맨체스터 시티 FC,3,2,H,7.0,4.5,1.45
2021/05/18,첼시 FC,레스터 시티 AFC,2,1,H,1.7,3.75,5.0
2021/05/19,에버튼 FC,울버햄튼 원더러스 FC,1,0,H,1.85,3.6,4.2
2021/05/19,뉴캐슬 유나이티드 FC,셰필드 유나이티드 FC,1,0,H,1.72,3.8,4.75
2021/05/19,토트넘 홋스퍼 FC,애스턴 빌라 FC,1,2,A,1.5,4.5,6.0
2021/05/19,크리스탈 팰리스 FC,아스날 FC,1,3,A,6.0,4.5,1.5
2021/05/19,번리 FC,리버풀 FC,0,3,A,11.0,7.0,1.22
2021/05/19,웨스트브로미치 앨비언 FC,웨스트햄 유나이티드 FC,1,3,A,5.0,4.33,1.6
2021/05/23,아스날 FC,브라이튼 & 호브 알비언 FC,2,0,H,1.57,4.33,5.25
2021/05/23,애스턴 빌라 FC,첼시 FC,2,1,H,6.5,4.6,1.45
2021/05/23,풀럼 FC,뉴캐슬 유나이티드 FC,0,2,A,2.05,3.8,3.3
2021/05/23,리즈 유나이티드 FC,웨스트브로미치 앨비언 FC,3,1,H,1.4,5.25,6.5
2021/05/23,레스터 시티 AFC,토트넘 홋스퍼 FC,2,4,A,2.0,4.0,3.3
2021/05/23,리버풀 FC,크리스탈 팰리스 FC,2,0,H,1.14,8.5,15.0
2021/05/23,맨체스터 시티 FC,에버튼 FC,5,0,H,1.44,5.0,6.5
2021/05/23,셰필드 유나이티드 FC,번리 FC,1,0,H,2.8,3.6,2.4
2021/05/23,웨스트햄 유나이티드 FC,사우샘프턴 FC,3,0,H,1.65,4.0,5.0
2021/05/23,울버햄튼 원더러스 FC,맨체스터 유나이티드 FC,1,2,A,2.5,3.5,2.7
